date,district,n
2022-07-01,Bawlake,1
2022-07-01,Falam,10
2022-07-01,Hakha,2
2022-07-01,Kawthoung,4
2022-07-01,Maungdaw,5
2022-07-01,Myawaddy,195
2022-07-01,Myeik,6
2022-07-01,Sittwe,2
2022-07-01,Tachileik,55
2022-07-01,Tamu,21
2022-07-02,Falam,11
2022-07-02,Hakha,2
2022-07-02,Kawthoung,3
2022-07-02,Kengtung,3
2022-07-02,Maungdaw,7
2022-07-02,Muse,1
2022-07-02,Myawaddy,205
2022-07-02,Myeik,5
2022-07-02,Sittwe,2
2022-07-02,Tachileik,52
2022-07-02,Tamu,25
2022-07-03,Falam,13
2022-07-03,Hakha,3
2022-07-03,Kawthoung,7
2022-07-03,Kengtung,3
2022-07-03,Maungdaw,6
2022-07-03,Muse,1
2022-07-03,Myawaddy,241
2022-07-03,Myeik,4
2022-07-03,Sittwe,7
2022-07-03,Tachileik,53
2022-07-03,Tamu,21
2022-07-04,Falam,13
2022-07-04,Hakha,4
2022-07-04,Kawthoung,7
2022-07-04,Kengtung,3
2022-07-04,Maungdaw,6
2022-07-04,Muse,2
2022-07-04,Myawaddy,218
2022-07-04,Myeik,5
2022-07-04,Sittwe,10
2022-07-04,Tachileik,62
2022-07-04,Tamu,24
2022-07-05,Falam,12
2022-07-05,Hakha,3
2022-07-05,Kawthoung,6
2022-07-05,Kengtung,2
2022-07-05,Maungdaw,4
2022-07-05,Muse,3
2022-07-05,Myawaddy,275
2022-07-05,Myeik,5
2022-07-05,Sittwe,8
2022-07-05,Tachileik,57
2022-07-05,Tamu,23
2022-07-06,Falam,11
2022-07-06,Hakha,3
2022-07-06,Kawthoung,2
2022-07-06,Kengtung,2
2022-07-06,Maungdaw,5
2022-07-06,Muse,2
2022-07-06,Myawaddy,303
2022-07-06,Myeik,4
2022-07-06,Sittwe,7
2022-07-06,Tachileik,73
2022-07-06,Tamu,23
2022-07-07,Falam,10
2022-07-07,Hakha,3
2022-07-07,Kawthoung,4
2022-07-07,Kengtung,2
2022-07-07,Maungdaw,7
2022-07-07,Muse,1
2022-07-07,Myawaddy,209
2022-07-07,Myeik,3
2022-07-07,Sittwe,7
2022-07-07,Tachileik,77
2022-07-07,Tamu,24
2022-07-08,Falam,11
2022-07-08,Hakha,3
2022-07-08,Kawthoung,5
2022-07-08,Kengtung,3
2022-07-08,Maungdaw,6
2022-07-08,Muse,1
2022-07-08,Myawaddy,211
2022-07-08,Myeik,1
2022-07-08,Sittwe,5
2022-07-08,Tachileik,79
2022-07-08,Tamu,21
2022-07-09,Falam,13
2022-07-09,Hakha,3
2022-07-09,Kawthoung,3
2022-07-09,Kengtung,1
2022-07-09,Maungdaw,6
2022-07-09,Myawaddy,203
2022-07-09,Myeik,3
2022-07-09,Sittwe,6
2022-07-09,Tachileik,69
2022-07-09,Tamu,18
2022-07-10,Falam,14
2022-07-10,Hakha,2
2022-07-10,Kawthoung,5
2022-07-10,Kengtung,7
2022-07-10,Maungdaw,4
2022-07-10,Muse,1
2022-07-10,Myawaddy,194
2022-07-10,Myeik,3
2022-07-10,Sittwe,11
2022-07-10,Tachileik,75
2022-07-10,Tamu,18
2022-07-11,Falam,11
2022-07-11,Hakha,2
2022-07-11,Kawthoung,2
2022-07-11,Kengtung,5
2022-07-11,Maungdaw,5
2022-07-11,Muse,1
2022-07-11,Myawaddy,232
2022-07-11,Myeik,3
2022-07-11,Sittwe,7
2022-07-11,Tachileik,73
2022-07-11,Tamu,17
2022-07-12,Falam,12
2022-07-12,Hakha,2
2022-07-12,Kawthoung,2
2022-07-12,Kengtung,5
2022-07-12,Maungdaw,5
2022-07-12,Muse,2
2022-07-12,Myawaddy,304
2022-07-12,Myeik,2
2022-07-12,Sittwe,5
2022-07-12,Tachileik,61
2022-07-12,Tamu,10
2022-07-13,Bhamo,1
2022-07-13,Falam,10
2022-07-13,Hakha,3
2022-07-13,Kawthoung,2
2022-07-13,Kengtung,2
2022-07-13,Maungdaw,5
2022-07-13,Muse,2
2022-07-13,Myawaddy,383
2022-07-13,Myeik,3
2022-07-13,Sittwe,6
2022-07-13,Tachileik,71
2022-07-13,Tamu,18
2022-07-14,Bhamo,2
2022-07-14,Falam,8
2022-07-14,Hakha,6
2022-07-14,Kawthoung,2
2022-07-14,Kengtung,2
2022-07-14,Maungdaw,3
2022-07-14,Muse,1
2022-07-14,Myawaddy,231
2022-07-14,Myeik,3
2022-07-14,Sittwe,5
2022-07-14,Tachileik,42
2022-07-14,Tamu,24
2022-07-15,Bhamo,2
2022-07-15,Falam,10
2022-07-15,Hakha,7
2022-07-15,Kawthoung,2
2022-07-15,Kengtung,2
2022-07-15,Maungdaw,5
2022-07-15,Muse,2
2022-07-15,Myawaddy,258
2022-07-15,Myeik,3
2022-07-15,Sittwe,3
2022-07-15,Tachileik,85
2022-07-15,Tamu,22
2022-07-16,Bhamo,1
2022-07-16,Falam,10
2022-07-16,Hakha,6
2022-07-16,Kawthoung,3
2022-07-16,Kengtung,3
2022-07-16,Maungdaw,4
2022-07-16,Muse,2
2022-07-16,Myawaddy,218
2022-07-16,Myeik,5
2022-07-16,Sittwe,3
2022-07-16,Tachileik,89
2022-07-16,Tamu,22
2022-07-17,Bhamo,1
2022-07-17,Falam,11
2022-07-17,Hakha,4
2022-07-17,Kawthoung,2
2022-07-17,Kengtung,1
2022-07-17,Maungdaw,4
2022-07-17,Muse,2
2022-07-17,Myawaddy,219
2022-07-17,Myeik,6
2022-07-17,Sittwe,3
2022-07-17,Tachileik,80
2022-07-17,Tamu,22
2022-07-18,Falam,11
2022-07-18,Hakha,4
2022-07-18,Kawthoung,2
2022-07-18,Kengtung,2
2022-07-18,Maungdaw,4
2022-07-18,Muse,1
2022-07-18,Myawaddy,224
2022-07-18,Myeik,5
2022-07-18,Sittwe,2
2022-07-18,Tachileik,71
2022-07-18,Tamu,15
2022-07-19,Falam,10
2022-07-19,Hakha,4
2022-07-19,Kawthoung,2
2022-07-19,Kengtung,3
2022-07-19,Maungdaw,7
2022-07-19,Muse,1
2022-07-19,Myawaddy,212
2022-07-19,Myeik,2
2022-07-19,Sittwe,3
2022-07-19,Tachileik,53
2022-07-19,Tamu,14
2022-07-20,Falam,9
2022-07-20,Hakha,4
2022-07-20,Kawthoung,1
2022-07-20,Kengtung,4
2022-07-20,Maungdaw,3
2022-07-20,Myawaddy,228
2022-07-20,Myeik,2
2022-07-20,Sittwe,1
2022-07-20,Tachileik,62
2022-07-20,Tamu,17
2022-07-21,Falam,7
2022-07-21,Hakha,2
2022-07-21,Kawthoung,3
2022-07-21,Kengtung,4
2022-07-21,Maungdaw,2
2022-07-21,Muse,1
2022-07-21,Myawaddy,264
2022-07-21,Myeik,1
2022-07-21,Sittwe,1
2022-07-21,Tachileik,66
2022-07-21,Tamu,18
2022-07-22,Falam,7
2022-07-22,Hakha,3
2022-07-22,Kawthoung,2
2022-07-22,Kengtung,5
2022-07-22,Maungdaw,2
2022-07-22,Muse,1
2022-07-22,Myawaddy,269
2022-07-22,Sittwe,2
2022-07-22,Tachileik,51
2022-07-22,Tamu,16
2022-07-23,Falam,7
2022-07-23,Hakha,3
2022-07-23,Kawthoung,3
2022-07-23,Kengtung,2
2022-07-23,Maungdaw,2
2022-07-23,Muse,1
2022-07-23,Myawaddy,224
2022-07-23,Myeik,1
2022-07-23,Tachileik,40
2022-07-23,Tamu,17
2022-07-24,Falam,6
2022-07-24,Hakha,2
2022-07-24,Kawthoung,2
2022-07-24,Kengtung,1
2022-07-24,Maungdaw,3
2022-07-24,Myawaddy,227
2022-07-24,Myeik,1
2022-07-24,Tachileik,34
2022-07-24,Tamu,20
2022-07-25,Falam,6
2022-07-25,Hakha,3
2022-07-25,Kawthoung,3
2022-07-25,Kengtung,1
2022-07-25,Maungdaw,3
2022-07-25,Myawaddy,215
2022-07-25,Tachileik,33
2022-07-25,Tamu,16
2022-07-26,Falam,4
2022-07-26,Hakha,3
2022-07-26,Kawthoung,6
2022-07-26,Kengtung,2
2022-07-26,Maungdaw,2
2022-07-26,Myawaddy,329
2022-07-26,Myeik,1
2022-07-26,Sittwe,1
2022-07-26,Tachileik,37
2022-07-26,Tamu,18
2022-07-27,Falam,7
2022-07-27,Hakha,3
2022-07-27,Kawthoung,5
2022-07-27,Kengtung,1
2022-07-27,Maungdaw,2
2022-07-27,Myawaddy,305
2022-07-27,Myeik,2
2022-07-27,Tachileik,35
2022-07-27,Tamu,19
2022-07-28,Falam,7
2022-07-28,Hakha,1
2022-07-28,Kawthoung,4
2022-07-28,Kengtung,2
2022-07-28,Maungdaw,2
2022-07-28,Myawaddy,215
2022-07-28,Myeik,1
2022-07-28,Sittwe,1
2022-07-28,Tachileik,28
2022-07-28,Tamu,20
2022-07-29,Falam,10
2022-07-29,Kawthoung,5
2022-07-29,Maungdaw,2
2022-07-29,Myawaddy,178
2022-07-29,Myeik,3
2022-07-29,Sittwe,1
2022-07-29,Tachileik,32
2022-07-29,Tamu,21
2022-07-30,Falam,8
2022-07-30,Hakha,1
2022-07-30,Kawthoung,3
2022-07-30,Kengtung,1
2022-07-30,Maungdaw,3
2022-07-30,Myawaddy,164
2022-07-30,Myeik,2
2022-07-30,Sittwe,3
2022-07-30,Tachileik,26
2022-07-30,Tamu,25
2022-07-31,Falam,11
2022-07-31,Hakha,1
2022-07-31,Kawthoung,2
2022-07-31,Maungdaw,2
2022-07-31,Myawaddy,359
2022-07-31,Myeik,3
2022-07-31,Sittwe,4
2022-07-31,Tachileik,29
2022-07-31,Tamu,24
2022-08-01,Falam,7
2022-08-01,Hakha,1
2022-08-01,Kawthoung,3
2022-08-01,Maungdaw,2
2022-08-01,Myawaddy,388
2022-08-01,Myeik,2
2022-08-01,Sittwe,2
2022-08-01,Tachileik,23
2022-08-01,Tamu,16
2022-08-02,Falam,12
2022-08-02,Kawthoung,2
2022-08-02,Maungdaw,2
2022-08-02,Myawaddy,320
2022-08-02,Myeik,2
2022-08-02,Sittwe,3
2022-08-02,Tachileik,23
2022-08-02,Tamu,15
2022-08-03,Falam,12
2022-08-03,Kawthoung,7
2022-08-03,Maungdaw,3
2022-08-03,Myawaddy,229
2022-08-03,Myeik,4
2022-08-03,Sittwe,3
2022-08-03,Tachileik,37
2022-08-03,Tamu,14
2022-08-04,Falam,12
2022-08-04,Kawthoung,2
2022-08-04,Kengtung,1
2022-08-04,Maungdaw,3
2022-08-04,Muse,1
2022-08-04,Myawaddy,277
