date,district,n
2023-02-04,Sittwe,4
2023-02-04,Tachileik,1184
2023-02-04,Tamu,13
2023-02-05,Falam,5
2023-02-05,Kawthoung,12
2023-02-05,Kengtung,36
2023-02-05,Laukkaing,3
2023-02-05,Maungdaw,7
2023-02-05,Muse,12
2023-02-05,Myawaddy,1397
2023-02-05,Myeik,10
2023-02-05,Myitkyina,2
2023-02-05,Sittwe,3
2023-02-05,Tachileik,1069
2023-02-05,Tamu,10
2023-02-06,Falam,5
2023-02-06,Kawthoung,13
2023-02-06,Kengtung,19
2023-02-06,Laukkaing,4
2023-02-06,Maungdaw,2
2023-02-06,Muse,16
2023-02-06,Myawaddy,1359
2023-02-06,Myeik,8
2023-02-06,Myitkyina,1
2023-02-06,Sittwe,18
2023-02-06,Tachileik,967
2023-02-06,Tamu,15
2023-02-07,Falam,10
2023-02-07,Kawthoung,12
2023-02-07,Kengtung,53
2023-02-07,Maungdaw,1
2023-02-07,Muse,21
2023-02-07,Myawaddy,1207
2023-02-07,Myeik,12
2023-02-07,Sittwe,2
2023-02-07,Tachileik,840
2023-02-07,Tamu,19
2023-02-08,Falam,3
2023-02-08,Kawthoung,14
2023-02-08,Kengtung,78
2023-02-08,Maungdaw,2
2023-02-08,Muse,34
2023-02-08,Myawaddy,895
2023-02-08,Myeik,8
2023-02-08,Myitkyina,7
2023-02-08,Sittwe,2
2023-02-08,Tachileik,478
2023-02-08,Tamu,12
2023-02-09,Bawlake,1
2023-02-09,Falam,6
2023-02-09,Kawthoung,13
2023-02-09,Kengtung,16
2023-02-09,Maungdaw,2
2023-02-09,Muse,33
2023-02-09,Myawaddy,633
2023-02-09,Myeik,10
2023-02-09,Sittwe,3
2023-02-09,Tachileik,515
2023-02-09,Tamu,14
2023-02-10,Falam,7
2023-02-10,Kawthoung,14
2023-02-10,Kengtung,27
2023-02-10,Maungdaw,3
2023-02-10,Muse,43
2023-02-10,Myawaddy,673
2023-02-10,Myeik,8
2023-02-10,Sittwe,2
2023-02-10,Tachileik,496
2023-02-10,Tamu,15
2023-02-11,Falam,7
2023-02-11,Kawthoung,14
2023-02-11,Kengtung,3
2023-02-11,Maungdaw,35
2023-02-11,Muse,22
2023-02-11,Myawaddy,580
2023-02-11,Myeik,14
2023-02-11,Myitkyina,12
2023-02-11,Sittwe,2
2023-02-11,Tachileik,503
2023-02-11,Tamu,16
2023-02-12,Falam,6
2023-02-12,Kawthoung,12
2023-02-12,Kengtung,1
2023-02-12,Maungdaw,4
2023-02-12,Muse,21
2023-02-12,Myawaddy,645
2023-02-12,Myeik,13
2023-02-12,Myitkyina,2
2023-02-12,Sittwe,5
2023-02-12,Tachileik,462
2023-02-12,Tamu,10
2023-02-13,Falam,7
2023-02-13,Kawthoung,16
2023-02-13,Kengtung,4
2023-02-13,Maungdaw,16
2023-02-13,Muse,18
2023-02-13,Myawaddy,586
2023-02-13,Myeik,11
2023-02-13,Myitkyina,1
2023-02-13,Sittwe,4
2023-02-13,Tachileik,483
2023-02-13,Tamu,15
2023-02-14,Falam,7
2023-02-14,Kawthoung,10
2023-02-14,Kengtung,5
2023-02-14,Maungdaw,3
2023-02-14,Muse,29
2023-02-14,Myawaddy,581
2023-02-14,Myeik,9
2023-02-14,Myitkyina,1
2023-02-14,Sittwe,2
2023-02-14,Tachileik,489
2023-02-14,Tamu,14
2023-02-15,Falam,5
2023-02-15,Kawthoung,16
2023-02-15,Kengtung,6
2023-02-15,Maungdaw,4
2023-02-15,Muse,15
2023-02-15,Myawaddy,682
2023-02-15,Myeik,9
2023-02-15,Myitkyina,12
2023-02-15,Sittwe,5
2023-02-15,Tachileik,450
2023-02-15,Tamu,13
2023-02-16,Falam,4
2023-02-16,Kawthoung,16
2023-02-16,Kengtung,19
2023-02-16,Maungdaw,10
2023-02-16,Muse,11
2023-02-16,Myawaddy,652
2023-02-16,Myeik,10
2023-02-16,Sittwe,12
2023-02-16,Tachileik,514
2023-02-16,Tamu,12
2023-02-17,Falam,6
2023-02-17,Kawthoung,20
2023-02-17,Kengtung,19
2023-02-17,Maungdaw,4
2023-02-17,Muse,22
2023-02-17,Myawaddy,667
2023-02-17,Myeik,10
2023-02-17,Sittwe,17
2023-02-17,Tachileik,494
2023-02-17,Tamu,15
2023-02-18,Falam,9
2023-02-18,Kawthoung,20
2023-02-18,Kengtung,18
2023-02-18,Maungdaw,8
2023-02-18,Muse,24
2023-02-18,Myawaddy,909
2023-02-18,Myeik,9
2023-02-18,Sittwe,2
2023-02-18,Tachileik,526
2023-02-18,Tamu,19
2023-02-19,Falam,7
2023-02-19,Kawthoung,21
2023-02-19,Maungdaw,2
2023-02-19,Muse,14
2023-02-19,Myawaddy,812
2023-02-19,Myeik,7
2023-02-19,Sittwe,2
2023-02-19,Tachileik,478
2023-02-19,Tamu,15
2023-02-20,Falam,11
2023-02-20,Kawthoung,17
2023-02-20,Kengtung,7
2023-02-20,Maungdaw,3
2023-02-20,Muse,20
2023-02-20,Myawaddy,996
2023-02-20,Myeik,11
2023-02-20,Sittwe,1
2023-02-20,Tachileik,529
2023-02-20,Tamu,17
2023-02-21,Falam,7
2023-02-21,Kawthoung,20
2023-02-21,Kengtung,7
2023-02-21,Maungdaw,3
2023-02-21,Muse,16
2023-02-21,Myawaddy,844
2023-02-21,Myeik,9
2023-02-21,Sittwe,2
2023-02-21,Tachileik,569
2023-02-21,Tamu,13
2023-02-22,Falam,9
2023-02-22,Kawthoung,18
2023-02-22,Kengtung,5
2023-02-22,Maungdaw,3
2023-02-22,Muse,34
2023-02-22,Myawaddy,855
2023-02-22,Myeik,12
2023-02-22,Sittwe,1
2023-02-22,Tachileik,632
2023-02-22,Tamu,11
2023-02-23,Falam,6
2023-02-23,Kawthoung,24
2023-02-23,Kengtung,28
2023-02-23,Maungdaw,1
2023-02-23,Muse,12
2023-02-23,Myawaddy,860
2023-02-23,Myeik,16
2023-02-23,Sittwe,1
2023-02-23,Tachileik,541
2023-02-23,Tamu,8
2023-02-24,Falam,7
2023-02-24,Kawthoung,24
2023-02-24,Kengtung,5
2023-02-24,Maungdaw,1
2023-02-24,Muse,16
2023-02-24,Myawaddy,819
2023-02-24,Myeik,12
2023-02-24,Sittwe,16
2023-02-24,Tachileik,642
2023-02-24,Tamu,9
2023-02-25,Falam,3
2023-02-25,Kawthoung,14
2023-02-25,Kengtung,3
2023-02-25,Maungdaw,3
2023-02-25,Muse,11
2023-02-25,Myawaddy,755
2023-02-25,Myeik,5
2023-02-25,Sittwe,1
2023-02-25,Tachileik,574
2023-02-25,Tamu,13
2023-02-26,Falam,3
2023-02-26,Hakha,1
2023-02-26,Kawthoung,27
2023-02-26,Kengtung,6
2023-02-26,Maungdaw,2
2023-02-26,Muse,4
2023-02-26,Myawaddy,809
2023-02-26,Myeik,9
2023-02-26,Sittwe,2
2023-02-26,Tachileik,594
2023-02-26,Tamu,10
2023-02-27,Falam,6
2023-02-27,Hakha,2
2023-02-27,Kawthoung,22
2023-02-27,Kengtung,11
2023-02-27,Maungdaw,3
2023-02-27,Muse,7
2023-02-27,Myawaddy,708
2023-02-27,Myeik,8
2023-02-27,Sittwe,3
2023-02-27,Tachileik,532
2023-02-27,Tamu,13
2023-02-28,Falam,3
2023-02-28,Hakha,2
2023-02-28,Kawthoung,17
2023-02-28,Kengtung,9
2023-02-28,Maungdaw,3
2023-02-28,Muse,7
2023-02-28,Myawaddy,714
2023-02-28,Myeik,8
2023-02-28,Sittwe,2
2023-02-28,Tachileik,594
2023-02-28,Tamu,13
2023-03-01,Falam,4
2023-03-01,Hakha,2
2023-03-01,Kawthoung,17
2023-03-01,Kengtung,43
2023-03-01,Laukkaing,1
2023-03-01,Maungdaw,4
2023-03-01,Muse,8
2023-03-01,Myawaddy,740
2023-03-01,Myeik,9
2023-03-01,Sittwe,2
2023-03-01,Tachileik,627
2023-03-01,Tamu,8
2023-03-02,Falam,5
2023-03-02,Hakha,2
2023-03-02,Kawthoung,19
2023-03-02,Kengtung,36
2023-03-02,Maungdaw,1
2023-03-02,Muse,7
2023-03-02,Myawaddy,754
2023-03-02,Myeik,6
2023-03-02,Myitkyina,1
2023-03-02,Sittwe,2
2023-03-02,Tachileik,582
2023-03-02,Tamu,10
2023-03-03,Falam,3
2023-03-03,Hakha,1
2023-03-03,Kawthoung,29
2023-03-03,Kengtung,12
2023-03-03,Maungdaw,4
2023-03-03,Muse,8
2023-03-03,Myawaddy,736
2023-03-03,Myeik,8
2023-03-03,Sittwe,2
2023-03-03,Tachileik,556
2023-03-03,Tamu,14
2023-03-04,Falam,5
2023-03-04,Hakha,2
2023-03-04,Kawthoung,20
2023-03-04,Kengtung,9
2023-03-04,Laukkaing,2
2023-03-04,Maungdaw,3
2023-03-04,Muse,7
2023-03-04,Myawaddy,700
2023-03-04,Myeik,7
2023-03-04,Sittwe,3
2023-03-04,Tachileik,507
2023-03-04,Tamu,14
2023-03-05,Falam,6
2023-03-05,Hakha,3
2023-03-05,Kawthoung,17
2023-03-05,Kengtung,21
2023-03-05,Maungdaw,3
2023-03-05,Muse,5
2023-03-05,Myawaddy,700
2023-03-05,Myeik,8
2023-03-05,Sittwe,3
2023-03-05,Tachileik,561
2023-03-05,Tamu,18
2023-03-06,Bawlake,1
2023-03-06,Falam,5
2023-03-06,Hakha,4
2023-03-06,Kawthoung,9
2023-03-06,Kengtung,6
2023-03-06,Maungdaw,3
2023-03-06,Muse,9
2023-03-06,Myawaddy,714
2023-03-06,Myeik,8
2023-03-06,Sittwe,4
2023-03-06,Tachileik,497
2023-03-06,Tamu,10
2023-03-07,Bawlake,1
2023-03-07,Falam,4
2023-03-07,Hakha,1
2023-03-07,Kawthoung,14
2023-03-07,Kengtung,6
2023-03-07,Maungdaw,4
2023-03-07,Muse,3
2023-03-07,Myawaddy,727
2023-03-07,Myeik,8
2023-03-07,Sittwe,6
2023-03-07,Tachileik,533
2023-03-07,Tamu,14
2023-03-08,Falam,5
2023-03-08,Hakha,3
2023-03-08,Kawthoung,15
2023-03-08,Kengtung,3
2023-03-08,Maungdaw,3
2023-03-08,Muse,8
2023-03-08,Myawaddy,518
2023-03-08,Myeik,10
2023-03-08,Sittwe,6
2023-03-08,Tachileik,435
2023-03-08,Tamu,8
2023-03-09,Bawlake,1
2023-03-09,Falam,4
2023-03-09,Hakha,2
2023-03-09,Kawthoung,17
2023-03-09,Kengtung,5
2023-03-09,Maungdaw,2
2023-03-09,Muse,7
2023-03-09,Myawaddy,428
2023-03-09,Myeik,6
2023-03-09,Sittwe,6
2023-03-09,Tachileik,453
2023-03-09,Tamu,10
2023-03-10,Falam,6
2023-03-10,Hakha,4
2023-03-10,Kawthoung,11
2023-03-10,Kengtung,18
2023-03-10,Maungdaw,3
2023-03-10,Muse,13
2023-03-10,Myawaddy,673
2023-03-10,Myeik,7
2023-03-10,Sittwe,5
2023-03-10,Tachileik,434
2023-03-10,Tamu,12
2023-03-11,Bawlake,1
2023-03-11,Falam,3
2023-03-11,Hakha,2
2023-03-11,Kawthoung,18
2023-03-11,Kengtung,27
2023-03-11,Maungdaw,6
2023-03-11,Muse,17
2023-03-11,Myawaddy,650
2023-03-11,Myeik,7
2023-03-11,Sittwe,4
2023-03-11,Tachileik,459
2023-03-11,Tamu,16
2023-03-12,Bawlake,1
2023-03-12,Falam,4
2023-03-12,Hakha,2
2023-03-12,Kawthoung,13
2023-03-12,Kengtung,32
2023-03-12,Maungdaw,4
2023-03-12,Muse,11
2023-03-12,Myawaddy,618
2023-03-12,Myeik,6
2023-03-12,Sittwe,3
2023-03-12,Tachileik,542
2023-03-12,Tamu,14
2023-03-13,Bawlake,1
2023-03-13,Falam,7
2023-03-13,Hakha,2
2023-03-13,Kawthoung,15
2023-03-13,Kengtung,46
2023-03-13,Laukkaing,12
2023-03-13,Maungdaw,2
2023-03-13,Muse,7
2023-03-13,Myawaddy,725
2023-03-13,Myeik,10
2023-03-13,Sittwe,3
2023-03-13,Tachileik,579
2023-03-13,Tamu,10
2023-03-14,Falam,6
2023-03-14,Hakha,3
2023-03-14,Kawthoung,16
2023-03-14,Kengtung,51
2023-03-14,Maungdaw,3
2023-03-14,Muse,5
2023-03-14,Myawaddy,659
2023-03-14,Myeik,9
2023-03-14,Sittwe,16
2023-03-14,Tachileik,499
2023-03-14,Tamu,9
2023-03-15,Falam,6
2023-03-15,Hakha,4
2023-03-15,Kawthoung,15
2023-03-15,Kengtung,79
2023-03-15,Maungdaw,5
2023-03-15,Muse,8
2023-03-15,Myawaddy,762
2023-03-15,Myeik,21
2023-03-15,Sittwe,2
2023-03-15,Tachileik,512
2023-03-15,Tamu,12
2023-03-16,Falam,7
2023-03-16,Hakha,2
2023-03-16,Kawthoung,13
2023-03-16,Kengtung,25
2023-03-16,Maungdaw,3
2023-03-16,Muse,8
2023-03-16,Myawaddy,790
2023-03-16,Myeik,6
2023-03-16,Sittwe,1
2023-03-16,Tachileik,580
2023-03-16,Tamu,10
2023-03-17,Falam,4
2023-03-17,Hakha,2
2023-03-17,Kawthoung,18
2023-03-17,Kengtung,49
2023-03-17,Maungdaw,3
2023-03-17,Muse,9
2023-03-17,Myawaddy,743
2023-03-17,Myeik,7
2023-03-17,Sittwe,1
2023-03-17,Tachileik,578
2023-03-17,Tamu,10
2023-03-18,Falam,7
2023-03-18,Hakha,1
2023-03-18,Kawthoung,18
2023-03-18,Kengtung,3
2023-03-18,Maungdaw,4
2023-03-18,Muse,11
2023-03-18,Myawaddy,691
2023-03-18,Myeik,7
2023-03-18,Sittwe,2
2023-03-18,Tachileik,526
2023-03-18,Tamu,7
2023-03-19,Falam,6
2023-03-19,Hakha,2
2023-03-19,Kawthoung,27
2023-03-19,Kengtung,5
2023-03-19,Maungdaw,6
2023-03-19,Muse,8
2023-03-19,Myawaddy,747
2023-03-19,Myeik,6
2023-03-19,Sittwe,3
2023-03-19,Tachileik,601
2023-03-19,Tamu,11
2023-03-20,Falam,8
2023-03-20,Hakha,2
2023-03-20,Kawthoung,14
2023-03-20,Kengtung,2
2023-03-20,Maungdaw,6
2023-03-20,Muse,2
2023-03-20,Myawaddy,757
2023-03-20,Myeik,9
2023-03-20,Sittwe,2
2023-03-20,Tachileik,485
2023-03-20,Tamu,14
2023-03-21,Falam,7
2023-03-21,Hakha,2
2023-03-21,Kawthoung,17
2023-03-21,Kengtung,5
2023-03-21,Laukkaing,2
2023-03-21,Maungdaw,5
2023-03-21,Muse,8
2023-03-21,Myawaddy,757
2023-03-21,Myeik,10
2023-03-21,Sittwe,3
2023-03-21,Tachileik,599
2023-03-21,Tamu,12
2023-03-22,Falam,5
2023-03-22,Hakha,2
2023-03-22,Kawthoung,14
2023-03-22,Kengtung,8
2023-03-22,Laukkaing,18
2023-03-22,Maungdaw,4
2023-03-22,Muse,5
2023-03-22,Myawaddy,769
2023-03-22,Myeik,8
2023-03-22,Sittwe,1
2023-03-22,Tachileik,572
2023-03-22,Tamu,11
2023-03-23,Falam,3
2023-03-23,Hakha,1
2023-03-23,Kawthoung,16
2023-03-23,Kengtung,28
2023-03-23,Laukkaing,18
2023-03-23,Maungdaw,3
2023-03-23,Muse,4
2023-03-23,Myawaddy,778
2023-03-23,Myeik,7
2023-03-23,Sittwe,3
2023-03-23,Tachileik,590
2023-03-23,Tamu,15
2023-03-24,Falam,6
2023-03-24,Hakha,1
2023-03-24,Kawthoung,16
2023-03-24,Kengtung,35
2023-03-24,Laukkaing,2
2023-03-24,Maungdaw,5
2023-03-24,Muse,3
2023-03-24,Myawaddy,495
2023-03-24,Myeik,6
2023-03-24,Sittwe,1
2023-03-24,Tachileik,503
2023-03-24,Tamu,13
2023-03-25,Falam,5
2023-03-25,Hakha,1
2023-03-25,Kawthoung,12
2023-03-25,Kengtung,26
2023-03-25,Laukkaing,2
2023-03-25,Maungdaw,3
2023-03-25,Muse,9
2023-03-25,Myawaddy,117
2023-03-25,Myeik,10
2023-03-25,Sittwe,1
2023-03-25,Tachileik,357
2023-03-25,Tamu,11
2023-03-26,Falam,4
2023-03-26,Kawthoung,10
2023-03-26,Kengtung,44
2023-03-26,Laukkaing,12
2023-03-26,Maungdaw,3
2023-03-26,Muse,4
2023-03-26,Myawaddy,947
2023-03-26,Myeik,10
2023-03-26,Sittwe,2
2023-03-26,Tachileik,651
2023-03-26,Tamu,14
2023-03-27,Falam,5
2023-03-27,Kawthoung,8
2023-03-27,Kengtung,29
2023-03-27,Maungdaw,2
2023-03-27,Muse,1
2023-03-27,Myawaddy,923
2023-03-27,Myeik,6
2023-03-27,Sittwe,3
2023-03-27,Tachileik,666
2023-03-27,Tamu,18
2023-03-28,Falam,4
2023-03-28,Kawthoung,13
2023-03-28,Kengtung,48
2023-03-28,Laukkaing,1
2023-03-28,Maungdaw,1
2023-03-28,Muse,2
2023-03-28,Myawaddy,1075
2023-03-28,Myeik,7
2023-03-28,Sittwe,3
2023-03-28,Tachileik,846
2023-03-28,Tamu,11
2023-03-29,Falam,4
2023-03-29,Hakha,1
2023-03-29,Kawthoung,13
2023-03-29,Kengtung,74
2023-03-29,Laukkaing,32
2023-03-29,Maungdaw,2
2023-03-29,Muse,1
2023-03-29,Myawaddy,62
2023-03-29,Myeik,7
2023-03-29,Sittwe,3
2023-03-29,Tachileik,294
2023-03-29,Tamu,13
2023-03-30,Falam,3
2023-03-30,Hakha,1
2023-03-30,Kawthoung,9
2023-03-30,Kengtung,105
2023-03-30,Maungdaw,5
2023-03-30,Muse,4
2023-03-30,Myawaddy,69
2023-03-30,Myeik,6
2023-03-30,Sittwe,1
2023-03-30,Tachileik,294
2023-03-30,Tamu,12
2023-03-31,Falam,2
2023-03-31,Hakha,1
2023-03-31,Kawthoung,9
2023-03-31,Kengtung,76
2023-03-31,Maungdaw,4
2023-03-31,Muse,11
2023-03-31,Myawaddy,81
2023-03-31,Myeik,6
2023-03-31,Sittwe,1
2023-03-31,Tachileik,286
2023-03-31,Tamu,12
2023-04-01,Falam,4
2023-04-01,Hakha,1
2023-04-01,Kawthoung,12
2023-04-01,Kengtung,49
2023-04-01,Maungdaw,5
2023-04-01,Muse,7
2023-04-01,Myawaddy,77
2023-04-01,Myeik,5
2023-04-01,Sittwe,3
2023-04-01,Tachileik,302
2023-04-01,Tamu,10
2023-04-02,Falam,5
2023-04-02,Hakha,1
2023-04-02,Kawthoung,12
2023-04-02,Kengtung,52
2023-04-02,Maungdaw,4
2023-04-02,Muse,40
2023-04-02,Myawaddy,56
2023-04-02,Myeik,5
2023-04-02,Sittwe,3
2023-04-02,Tachileik,275
2023-04-02,Tamu,6
2023-04-03,Falam,5
2023-04-03,Hakha,1
2023-04-03,Kawthoung,9
2023-04-03,Kengtung,102
2023-04-03,Maungdaw,5
2023-04-03,Muse,14
2023-04-03,Myawaddy,64
2023-04-03,Myeik,5
2023-04-03,Sittwe,3
2023-04-03,Tachileik,335
2023-04-03,Tamu,11
2023-04-04,Falam,4
2023-04-04,Hakha,1
2023-04-04,Kawthoung,13
2023-04-04,Kengtung,32
2023-04-04,Maungdaw,3
2023-04-04,Muse,32
2023-04-04,Myawaddy,43
2023-04-04,Myeik,4
2023-04-04,Sittwe,19
2023-04-04,Tachileik,278
2023-04-04,Tamu,16
2023-04-05,Falam,7
2023-04-05,Hakha,1
2023-04-05,Kawthoung,6
2023-04-05,Kengtung,101
2023-04-05,Maungdaw,9
2023-04-05,Muse,13
2023-04-05,Myawaddy,57
2023-04-05,Myeik,5
2023-04-05,Sittwe,6
2023-04-05,Tachileik,354
2023-04-05,Tamu,12
2023-04-06,Falam,7
2023-04-06,Hakha,1
2023-04-06,Kawthoung,8
2023-04-06,Kengtung,35
2023-04-06,Maungdaw,5
2023-04-06,Muse,11
2023-04-06,Myawaddy,48
2023-04-06,Myeik,5
2023-04-06,Sittwe,4
2023-04-06,Tachileik,285
2023-04-06,Tamu,12
2023-04-07,Falam,9
2023-04-07,Hakha,1
2023-04-07,Kawthoung,10
2023-04-07,Kengtung,51
2023-04-07,Maungdaw,6
2023-04-07,Muse,14
2023-04-07,Myawaddy,49
2023-04-07,Myeik,4
2023-04-07,Sittwe,4
2023-04-07,Tachileik,278
2023-04-07,Tamu,14
2023-04-08,Falam,8
2023-04-08,Hakha,1
2023-04-08,Kawthoung,7
2023-04-08,Kengtung,18
2023-04-08,Maungdaw,4
2023-04-08,Muse,13
2023-04-08,Myawaddy,45
2023-04-08,Myeik,4
2023-04-08,Sittwe,6
2023-04-08,Tachileik,315
2023-04-08,Tamu,11
2023-04-09,Falam,5
2023-04-09,Hakha,1
2023-04-09,Kawthoung,12
2023-04-09,Kengtung,17
2023-04-09,Maungdaw,5
2023-04-09,Muse,15
2023-04-09,Myawaddy,49
2023-04-09,Myeik,4
2023-04-09,Sittwe,7
2023-04-09,Tachileik,308
2023-04-09,Tamu,15
2023-04-10,Falam,4
2023-04-10,Hakha,1
2023-04-10,Kawthoung,7
2023-04-10,Kengtung,34
2023-04-10,Maungdaw,4
2023-04-10,Muse,13
2023-04-10,Myawaddy,49
2023-04-10,Myeik,4
2023-04-10,Sittwe,4
2023-04-10,Tachileik,267
2023-04-10,Tamu,15
2023-04-11,Falam,5
2023-04-11,Hakha,1
2023-04-11,Kawthoung,7
2023-04-11,Kengtung,25
2023-04-11,Maungdaw,4
2023-04-11,Muse,18
2023-04-11,Myawaddy,61
2023-04-11,Myeik,5
2023-04-11,Sittwe,19
2023-04-11,Tachileik,250
2023-04-11,Tamu,16
2023-04-12,Falam,3
2023-04-12,Hakha,1
2023-04-12,Kawthoung,8
2023-04-12,Kengtung,60
2023-04-12,Maungdaw,7
2023-04-12,Muse,37
2023-04-12,Myawaddy,59
2023-04-12,Myeik,6
2023-04-12,Sittwe,4
2023-04-12,Tachileik,300
2023-04-12,Tamu,10
2023-04-13,Falam,4
2023-04-13,Hakha,1
2023-04-13,Kawthoung,11
2023-04-13,Kengtung,45
2023-04-13,Maungdaw,7
2023-04-13,Muse,12
2023-04-13,Myawaddy,91
2023-04-13,Myeik,15
2023-04-13,Sittwe,6
2023-04-13,Tachileik,292
2023-04-13,Tamu,10
2023-04-14,Falam,6
2023-04-14,Hakha,1
2023-04-14,Kawthoung,14
2023-04-14,Kengtung,40
2023-04-14,Laukkaing,1
2023-04-14,Maungdaw,7
2023-04-14,Muse,6
2023-04-14,Myawaddy,84
2023-04-14,Myeik,19
2023-04-14,Sittwe,5
2023-04-14,Tachileik,303
2023-04-14,Tamu,14
2023-04-15,Falam,7
2023-04-15,Hakha,1
2023-04-15,Kawthoung,13
2023-04-15,Kengtung,119
2023-04-15,Maungdaw,9
2023-04-15,Muse,7
2023-04-15,Myawaddy,83
2023-04-15,Myeik,12
2023-04-15,Sittwe,5
2023-04-15,Tachileik,322
2023-04-15,Tamu,11
2023-04-16,Falam,9
2023-04-16,Hakha,1
2023-04-16,Kawthoung,20
2023-04-16,Kengtung,82
2023-04-16,Maungdaw,4
2023-04-16,Muse,18
2023-04-16,Myawaddy,83
2023-04-16,Myeik,17
2023-04-16,Sittwe,6
2023-04-16,Tachileik,314
2023-04-16,Tamu,11
2023-04-17,Falam,5
2023-04-17,Hakha,1
2023-04-17,Kawthoung,16
2023-04-17,Kengtung,89
2023-04-17,Maungdaw,9
2023-04-17,Muse,23
2023-04-17,Myawaddy,81
2023-04-17,Myeik,13
2023-04-17,Sittwe,4
2023-04-17,Tachileik,300
2023-04-17,Tamu,7
2023-04-18,Falam,5
2023-04-18,Kawthoung,10
2023-04-18,Kengtung,105
2023-04-18,Maungdaw,5
2023-04-18,Muse,10
2023-04-18,Myawaddy,99
2023-04-18,Myeik,5
2023-04-18,Sittwe,4
2023-04-18,Tachileik,365
2023-04-18,Tamu,12
2023-04-19,Falam,8
2023-04-19,Kawthoung,5
2023-04-19,Kengtung,22
2023-04-19,Maungdaw,5
2023-04-19,Muse,25
2023-04-19,Myawaddy,93
2023-04-19,Myeik,5
2023-04-19,Myitkyina,1
2023-04-19,Sittwe,6
2023-04-19,Tachileik,385
2023-04-19,Tamu,10
2023-04-20,Falam,9
2023-04-20,Kawthoung,7
2023-04-20,Kengtung,35
2023-04-20,Maungdaw,4
2023-04-20,Muse,10
2023-04-20,Myawaddy,61
2023-04-20,Myeik,4
2023-04-20,Myitkyina,1
2023-04-20,Sittwe,5
2023-04-20,Tachileik,284
2023-04-20,Tamu,8
2023-04-21,Falam,7
2023-04-21,Hakha,1
2023-04-21,Kawthoung,9
2023-04-21,Kengtung,45
2023-04-21,Maungdaw,6
2023-04-21,Muse,4
2023-04-21,Myawaddy,69
2023-04-21,Myeik,8
2023-04-21,Myitkyina,1
2023-04-21,Sittwe,4
2023-04-21,Tachileik,278
2023-04-21,Tamu,7
2023-04-22,Falam,7
2023-04-22,Hakha,1
2023-04-22,Kawthoung,11
2023-04-22,Kengtung,44
2023-04-22,Maungdaw,5
2023-04-22,Muse,10
2023-04-22,Myawaddy,88
2023-04-22,Myeik,5
2023-04-22,Myitkyina,1
2023-04-22,Sittwe,4
2023-04-22,Tachileik,285
2023-04-22,Tamu,3
2023-04-23,Falam,7
2023-04-23,Hakha,1
2023-04-23,Kawthoung,14
2023-04-23,Kengtung,34
2023-04-23,Maungdaw,4
2023-04-23,Muse,12
2023-04-23,Myawaddy,74
2023-04-23,Myeik,2
2023-04-23,Myitkyina,1
2023-04-23,Sittwe,9
2023-04-23,Tachileik,287
2023-04-23,Tamu,9
2023-04-24,Falam,8
2023-04-24,Kawthoung,7
2023-04-24,Kengtung,46
2023-04-24,Maungdaw,7
2023-04-24,Muse,12
2023-04-24,Myawaddy,74
2023-04-24,Myeik,3
2023-04-24,Sittwe,11
2023-04-24,Tachileik,315
2023-04-24,Tamu,10
2023-04-25,Bawlake,1
2023-04-25,Falam,6
2023-04-25,Kawthoung,12
2023-04-25,Kengtung,82
2023-04-25,Laukkaing,22
2023-04-25,Maungdaw,5
2023-04-25,Muse,29
2023-04-25,Myawaddy,87
2023-04-25,Myeik,2
2023-04-25,Sittwe,19
2023-04-25,Tachileik,344
2023-04-25,Tamu,9
2023-04-26,Falam,6
2023-04-26,Kawthoung,8
2023-04-26,Kengtung,60
2023-04-26,Maungdaw,4
2023-04-26,Muse,11
2023-04-26,Myawaddy,90
2023-04-26,Myeik,2
2023-04-26,Sittwe,5
2023-04-26,Tachileik,334
2023-04-26,Tamu,8
2023-04-27,Falam,6
2023-04-27,Kawthoung,9
2023-04-27,Kengtung,71
2023-04-27,Maungdaw,3
2023-04-27,Muse,10
2023-04-27,Myawaddy,125
2023-04-27,Myeik,7
2023-04-27,Sittwe,5
2023-04-27,Tachileik,368
2023-04-27,Tamu,9
2023-04-28,Falam,7
2023-04-28,Kawthoung,12
2023-04-28,Kengtung,40
2023-04-28,Maungdaw,5
2023-04-28,Muse,11
2023-04-28,Myawaddy,134
2023-04-28,Myeik,6
2023-04-28,Sittwe,4
2023-04-28,Tachileik,381
2023-04-28,Tamu,8
2023-04-29,Bhamo,2
2023-04-29,Falam,7
2023-04-29,Kawthoung,19
2023-04-29,Kengtung,48
2023-04-29,Maungdaw,7
2023-04-29,Muse,14
2023-04-29,Myawaddy,134
2023-04-29,Myeik,4
2023-04-29,Sittwe,3
2023-04-29,Tachileik,324
2023-04-29,Tamu,12
2023-04-30,Bhamo,1
2023-04-30,Falam,6
2023-04-30,Kawthoung,7
2023-04-30,Kengtung,48
2023-04-30,Maungdaw,7
2023-04-30,Muse,21
2023-04-30,Myawaddy,143
2023-04-30,Myeik,5
2023-04-30,Sittwe,8
2023-04-30,Tachileik,340
2023-04-30,Tamu,8
2023-06-07,Falam,3
2023-06-07,Kawthoung,13
2023-06-07,Kengtung,16
2023-06-07,Muse,19
2023-06-07,Myawaddy,107
2023-06-07,Myeik,3
2023-06-07,Sittwe,1
2023-06-07,Tachileik,360
2023-06-07,Tamu,1
